title,organization,joblocation,education,experience,employmentType,industry,jobfunction,SalaryMid
Account Manager,"Nexus Human Resources Recruitment Co., Ltd.",Bangkok,Degree,10 years,"Full Time, Permanent",Human Resources Management,Sales,95000
Sales Manager,Adecco Engineering & IT,Yannawa,Degree,5 years,Full Time,Health & Beauty Care,Beauty Care,62500
Safety Officer/เจ้าหน้าที่ความปลอดภัย (จป.),"P.P. & P. BUSINESS & SERVICE CO., LTD.",Ayutthaya,Diploma of High Vocational Education,> 20,Permanent,Delivery,Health,20500
ACCOUNTING OFFICER / SUPERVISOR,JAC AYUTTHAYA,Central,Degree,1 year,"Full Time, Permanent",Engineering - Electrical,Audit,27500
Customer Support Specialist (Native Thai Speaker) @ Kuala Lumpur/ฝ่ายบริการลูกค้าสัมพันธ์ (ทำงานที่ประเทศมาเลเซีย),SELLBYTEL Services Malaysia Sdn Bhd,Overseas,Degree,N/A,"Contract, Full Time, Permanent",Information Technology,Customer Service,22500
Supply Chain Management,JAC Recruitment Eastern Seaboard,Rayong,Degree,4 years,Full Time,Human Resources Management,Transportation & Logistics,50000
Import,"Vincita Co., Ltd./บริษัท วินสิตาจำกัด",Meenburi,Degree,1 year,"Contract, Full Time, Permanent",Athletics,Export Import,21500
GRAPHICS ARTIST,"The Tigris Moon Co.,Ltd",Chiang Mai,Degree,2 years,"Full Time, Permanent",Textile,Creative,20500
Sales Representative,"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Marketing Services,Sales Management,27500
IT Programmer,Winner Group Enterprise Public Company Limited,Sathorn,Degree,N/A,"Full Time, Permanent",Trading and Distribution,Others,45000
Office Assistant,"North China Power Engineering Co., Ltd. of China Power Engineering Consulting Group",Huaykwang,Degree,1 year,Full Time,Electronic,Public Relations,27500
HR Manager ( based in Cha,JAC International,Petchaburi,Not Specified,5 years,Full Time,Consultancy,Training & Development,125000
Chinese Interpreter/ Coordinator/ล่าม/ธุรการภาษาจีน,China Petroleum Pipeline Bureau,Nakhon Ratchasima,Degree,N/A,Full Time,Power,Professional Services,25000
Videographer: Shoot & Edit,"EMPAG (THAILAND) CO., LTD.",Wattana,Degree,Not Specified,"Full Time, Permanent",Public Relations,Multi-media,25000
Assistant Sales Manager / ผู้ช่วยผู้จัดการฝ่ายขาย,Competizioni Moto/คอมเพททิชันนี่ โมโต,Suanluang,Degree,2 years,"Full Time, Permanent",Retail,CS & Business Devpt,52500
.NET Developer (20 Positions),"Cube SoftTech Co.,Ltd./บริษัท คิวบ์ ซอฟท์เทค จำกัด",Bangkok,Degree,2 years,"Contract, Full Time, Internship, Part Time, Permanent, Temporary",Information Technology,Programming,42500
Application Design Engineer,JAC Recruitment Eastern Seaboard,Rayong,Diploma of High Vocational Education,3 years,"Full Time, Permanent",Water,Industrial,37500
Online Sales Consultant (Thai Market),Teledirect Telecommerce Sdn Bhd,Overseas,Degree,Not Specified,"Contract, Full Time",Advertising,Tele-sales (Telemarketing),27500
Marketing Manager,Beautrium Company Limited,Pathumwan,Degree,> 20,Full Time,Health & Beauty Care,Public Relations,50000
Process Engineer ( Bulk Material ) 40,MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,Degree,3 years,Full Time,Paper,Engineering,45000
Senior Account Executive/ AE  (Catering service),"Monkey can fly co.,ltd",Prakanong,Not Specified,2 years,Full Time,Catering,Creative,22500
Sales Coordinator (New Graduate is Welcome!/ Degree of Logistic,"Smartcruit Consultant Co., Ltd.",Bangkok,Degree,N/A,"Full Time, Permanent",Electrical Equipment,Export Import,20500
Sales Representative /พนักงานขายสร้อยข้อมือ,Harmenstone,Pathumwan,Not Specified,Not Specified,"Full Time, Permanent",Jewellery,CS & Business Devpt,25000
Senior Key Account Manager (Telecommunication),JAC International,Jatuchak,Degree,3 years,Full Time,Telecommunication,Sales Management,72500
Engeineering Adjuster/ผู้สำรวจและประเมินความเสียหาย,McLarens (Thailand) Ltd.,Bangrak,Degree,N/A,"Full Time, Permanent",Quantity Survey,Insurance Agent,27500
Merchandising,GBIOTECH,Others,Diploma of High Vocational Education,1 year,"Contract, Full Time",Power,Product Management,57500
Administrative Officer/เจ้าหน้าที่ธุรการ,"BIOMASS EXCHANGE CO., LTD.",Lopburi,Degree,N/A,"Full Time, Permanent",Waste Management,Operation,14500
AP Accountant (25K,Experis - Manpower Group,Jatuchak,Degree,1 year,Full Time,Power,General Accounting,30000
Admin,A PLUS PARTNER COMPANY LIMITED,Eastern,Diploma of High Vocational Education,N/A,Full Time,Manufacturing,Admin & HR,16500
Project Manager,Manarco Recruitment Limited,Jatuchak,Degree,7 years,"Full Time, Permanent",Electrical Equipment,Engineering,105000
Store Manager at Gloc Store Ari (Immediately Needed)/ผู้จัดการร้านมัลติแบรนด์ กล๊อค สาขา อารีย์ (พนักงานประจำ),Gloc Retail/กล๊อครีเทล,Phayathai,Degree,N/A,"Contract, Full Time",Trading and Distribution,Sales,18000
Associate Insight,Millward Brown Ltd.,Sathorn,Master,N/A,"Full Time, Permanent",Survey,Public Relations,32500
Telesales/พนักงานขาย/ดูแลลูกค้า,"FastShip Co., Ltd./ฟาสต์ชิพ",Laksri,Degree,2 years,"Full Time, Part Time, Permanent, Temporary",Delivery,CS & Business Devpt,20500
PROJECT SALES MANAGER,"Charoenvit Trading Co., Ltd./บริษัท เจริญวิทย์​ เทรดดิ้ง จำกัด",Bangkok Area - Samutsakorn,Degree,3 years,Full Time,Trading and Distribution,Sales,20500
Piping Engineer,"Archetype Engineering Consultants Co., Ltd.",Bangrak,Diploma of High Vocational Education,5 years,Permanent,"Engineering - Building, Civil, Construction",Others,40000
Sales and Marketing Assistant,"Skillpower Services (Thailand) Co., Ltd.",Dindaeng,Degree,1 year,Permanent,Pharmaceutical,Others,25000
Senior Programmer Analyst,en world Thailand,Rayong,Degree,5 years,"Full Time, Permanent",Information Technology,Software Development,62500
General Manager for a New Marketing and Fundraising Agency /ผู้จัดการทั่วไปสำหรับการระดมทุนระหว่างประเทศและหน่วยงานการตลาด,OmniRaise,Prakanong,(N/A),5 years,Full Time,Public Relations,Sales,125000
Brand Manager,"Thai Outdoor Sport Co., Ltd.",Pathumwan,Not Specified,Not Specified,Full Time,Retail,Marketing,87500
Public Relation Officer/เจ้าหน้าที่สัมพันธ์,German-Southeast Asian Center of Excellence for Public Policy and Good Governance (CPG),Bangkok,Degree,Not Specified,Full Time,Non-Profit Organisation,Admin & HR,20500
Marketing Executive,"AUTO BUSINESS CORPORATION CO., LTD.",Bangkok,Degree,N/A,"Full Time, Permanent",Others,Brand,50000
Senior Operations NPI Engineer / Team Leader,ATJ Recruitment (Thailand) Ltd.,Chonburi,Degree,7 years,"Full Time, Permanent",Electronic,Engineering,80000
Customer Service Engineer – CNC Machine (25,Adecco Eastern Seaboard Recruitment Ltd.,Chonburi,Not Specified,Not Specified,"Full Time, Permanent",Automation Equipment,Engineering,25000
QA Senior Manager / Upto 100K / Rojana,"FDI Recruitment (Thailand) Co., Ltd.",Ayutthaya,Not Specified,Not Specified,Full Time,Electronic,Control & Testing,95000
Producer,"1577 Home Shopping Co., Ltd.",Bangkapi,Degree,2 years,Full Time,Trading and Distribution,Media & Advertising,22500
SOFTWARE APPLICATION DEVELOPER,"AAPICO ITS Co., Ltd./บริษัท อาปิโก ไอทีเอส จำกัด",Pathumwan,Degree,3 years,Full Time,Information Technology,Programming,62500
HOTEL MANAGER,Global Rooms LTD.,Bangrak,(N/A),N/A,"Full Time, Permanent",Catering,Others,62500
Graphic designer,"Feel To Co., Ltd./บริษัท ฟิล ทู จำกัด",Bangrak,Degree,N/A,"Full Time, Permanent",Publishing,Graphics,18000
Asset Controller (Wattana),Kelly Services,Wattana,Degree,1 year,"Full Time, Permanent",Medical,Freight Forwarding,22500
Sales Representative (Event and Booth Channel),"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Public Relations,Event Marketing,27500
Junior Administrative,"Nova Intertrade Co., Ltd.",Bangrak,Degree,2 years,Full Time,Catering,Admin & HR,25000
Service Engineer (Robots),JAC International,Bangkok,Degree,1 year,Permanent,Automation Equipment,Engineering,30000
Sales Executive,"Worldwide Education Services Co., Ltd.",Bangkapi,Diploma of High Vocational Education,1 year,Full Time,Education,Sales,16500
Shop Manager/ผู้จัดการร้านสาขาดอยคำ,"Doi Kham Food Products Co., Ltd.",Rajthevee,Degree,2 years,"Full Time, Permanent",Food and Beverage,CS & Business Devpt,22500
Supply Chain Management,JAC Recruitment Eastern Seaboard,Rayong,Degree,4 years,Full Time,Consultancy,Supply Chain,50000
Sales Executive,Adecco Eastern Seaboard Recruitment Ltd.,Eastern,Not Specified,Not Specified,"Full Time, Permanent",Consultancy,Sales Engineer,32500
Chapter Administrator,"Entrepreneurs' Organization Association (Thailand)",Bangkok,Degree,5 years,Full Time,Social Services,Administration,62500
Sales Representative,"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Public Relations,CS & Business Devpt,27500
Sales Team Manager / Fundraising Events & Roadshows Team Manager/ผู้จัดการทีมอีเว้นท์/โรดโชว์ (แบบตัว,OmniRaise,Prakanong,(N/A),4 years,Full Time,Advertising,Marketing,37500
Production Manager (Chemical Manufacturing),en world Thailand,Ayutthaya,Degree,10 years,"Full Time, Permanent",Chemical,Engineering,95000
Public Relation Officer/เจ้าหน้าที่สัมพันธ์,German-Southeast Asian Center of Excellence for Public Policy and Good Governance (CPG),Bangkok,Degree,Not Specified,Full Time,Non-Profit Organisation,Non-profit Organization,20500
Java Developer 30,"ARMS (Thailand) Co., Ltd.",Wattana,(N/A),3 years,"Full Time, Permanent",Information Technology,Programming,37500
Accounting/พนักงานบัญชี,"FIFTH CONSULTING CO., LTD.",Rayong,Degree,5 years,"Full Time, Permanent",Motor Vehicles,Accounting,20500
PCT Technician (Support),"NAPASORN SERVICE GROUP CO., LTD.",Huaykwang,Degree,> 20,Contract,Human Resources Management,Construction,25500
Power Plant Assistant Manager/ผู้ช่วยผู้จัดการโรงจักรไฟฟ้า,Hiang Seng Fibre Container Company Limited,Bangkok Area - Samutsakorn,Degree,5 years,Permanent,Chemical,Industrial,57500
Sales Representative (Event and Booth Channel),"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising,Marketing,27500
.NET DEVELOPER (Experienced),MOHARA,Prakanong,Degree,N/A,Full Time,Information Technology,Information Technology (IT),62500
Planning Agent/พนักงานวางแผนการผลิต,"Chantasia Co., Ltd.",Chachoengsao,Degree,5 years,"Full Time, Permanent",Others,Control,25500
Junior Operations Manager,BnBCondo,Wattana,Master,3 years,Full Time,Consultancy,Others,18000
Chief Operating Officer ( COO )/ประธานฝ่ายปฎิบัติการ,S.K.J.Industries Company Limited,Wangthonglang,Degree,5 years,"Contract, Full Time",Petrochemical,Top Executives (CEO,87500
Online Marketing/เจ้าหน้าที่การตลาด,"SKOOTAR BEYOND CO., LTD.",Wattana,Degree,2 years,"Full Time, Permanent",Delivery,Media & Advertising,30000
Sales & Operation (เจ้าหน้าที่ฝ่ายขายและประชาสัมพันธ์ทัวร์ต่างประเทศ),"Avenue Inter Travel Group Co., Ltd.",Bangrak,Degree,N/A,"Full Time, Permanent",Tourism,F & B,20500
Sales Officer,"Dockweiler Asia Co., Ltd.",Yannawa,Degree,2 years,"Full Time, Permanent",Manufacturing,CS & Business Devpt,30000
Digital Marketing Manager,American Global Taxplan Limited,Pathumwan,Degree,2 years,Full Time,Tax Services,Marketing,30000
Content Coordinator,"Skillpower Services (Thailand) Co., Ltd.",Pathumwan,Degree,N/A,Full Time,Consultancy,Fresh Graduate,22500
Account Executive (AE),"N-Squared eCommerce Co., Ltd./บริษัท เอ็น-สแควร์ อีคอมเมิร์ซ จำกัด",Wattana,Degree,N/A,Full Time,Information Technology,Marketing General,27500
Industrial Engineer 2 position/วิศกรการผลิต,Menam Stainless Wire Public Company Limited,Bangplee,(N/A),N/A,"Full Time, Permanent",Automation Equipment,Industrial,27500
Sales Engineer for Engines & Generators,"KIRLOSKAR SOUTH EAST ASIA CO., LTD.",Bangkok,Diploma of High Vocational Education,Not Specified,Full Time,Automation Equipment,Sales Engineer,30000
Sales Manager / ผู้บริหารงานขาย 3 อัตรา,CHIANG MAI SIAM T. V. COMPANY LIMITED,Chiang Mai,Degree,3 years,"Full Time, Permanent",Wholesale,Sales,27500
PHP Developer Lead (80,"Manpower Professional and Executive Recruitment Co., Ltd,,",Bangrak,Not Specified,Not Specified,"Full Time, Permanent",Consultancy,Programming,95000
Sales Executives  (Raw Material,"Centasia Co., Ltd.",Bangkok,Degree,1 year,"Full Time, Permanent",Paper,Technical Sales,20500
Financial Control Manager,"FIFTH CONSULTING PLACEMENT CO., LTD.",Bangrak,Degree,20 years,Full Time,Manufacturing,Accounting,72500
Shop Manager/ผู้จัดการร้านสาขาดอยคำ,"Doi Kham Food Products Co., Ltd.",Rajthevee,Degree,2 years,"Full Time, Permanent",Catering,Customer Service,22500
Restaurant Manager (Patara Fine Thai Cuisine / Nai Harng restaurant 2 Positions)/ผู้จัดการร้านอาหาร (ภัทรา ไฟน์ ไทย คูซีน / ร้านนายห้าง 2 ตำแหน่ง),S&P Syndicate Public Company Limited,Wattana,Degree,5 years,Full Time,Food and Beverage,F & B,40000
Software Developer .NET/เจ้าหน้าที่พัฒนาซอฟแวร์,Siam Stars Limited,Laksri,Degree,2 years,Permanent,Watches,Hardware,22500
Design Engineer Manager (Exp in Automobile,"Smartcruit Consultant Co., Ltd.",Chachoengsao,Degree,5 years,"Full Time, Permanent",Motor Vehicles,Engineering,62500
IT Technician/Engineer,"DELIVERY INTERNATIONAL THAI CO., LTD./บริษัท ดิลีเวอรี่ อินเตอร์เนชั่นแนล ไทย จำกัด",Others,Degree,2 years,Permanent,Information Technology,Others,32500
