title,level,organization,joblocation,education,experience,employmentType,industry,jobfunction,SalaryMid
เจ้าหน้าที่/บัญชี income,Entry Level,"Eastiny Co., Ltd.",Chonburi,Diploma of High Vocational Education,2 years,Permanent,Hospitality / Catering,Hospitality / F & B > Management,11500
RETAIL SOLUTION PROJECT / PROJECT MANAGER,Middle,"Linktrix Manpower (Thailand) Co., Ltd.",Wattana,Degree,5 years,Full Time,Information Technology,Information Technology (IT) > IT Project Management / Team Lead,105000
Key account manager,"","East Enterprises Co., Ltd.",Wattana,Not Specified,Not Specified,Full Time,Trading and Distribution,"Sales, CS & Business Devpt > Sales Management",45000
Senior Digital Marketing Executive,"",Page Group Thailand,Bangkok,Degree,3 years,"Full Time, Permanent",Wholesale / Retail,"Marketing / Public Relations > Brand / Product Management , Marketing / Public Relations > Marketing General , Marketing / Public Relations > Marketing Communication",80000
Accounting,"","MARKETHERBALLIZE (THAILAND) CO., LTD.",Ladprao,Diploma of High Vocational Education,2 years,Full Time,Health & Beauty Care,Accounting > General Accounting,20500
Full Time / Part Time Thai Teacher In Private Language School (Hua Hin),"",Insight English (Hua Hin),Prachuap Khiri Khan,Degree,2 years,"Full Time, Part Time",Education,Education > Teacher,18000
Secretary,Senior,"Ampo Microsys Co., Ltd.",Bangrak,Degree,5 years,Full Time,Information Technology,Admin & HR > Secretary / Personal Assistant,40000
Copy Writer,"","GORILLA IDEAS CO., LTD.",Dindaeng,Degree,Not Specified,Permanent,Advertising / Public Relations / Marketing Services,Marketing / Public Relations > Copy-writing,16500
Finance Manager,"",JAC International,Klongtoey,Degree,8 years,Full Time,Financial Services,Banking / Finance > Financial Services,140000
Internal Audit Assistant Manager,Senior,"J.S.Technical Services Co., Ltd.",Rayong,Degree,6 years,Permanent,Manufacturing,"Accounting > Audit , Accounting > Taxation",50000
Service Manager (5+ years in Technical Service for Automotive/Machinery/Spare Parts),"","Smartcruit Consultant Co., Ltd.",Bangkok Area - Pathumthani,Degree,5 years,"Full Time, Permanent",Industrial Machinery / Automation Equipment,"Sales, CS & Business Devpt > Customer Service , Engineering > Maintenance , Engineering > Mechanical",62500
Partner Account Manager (Native Thai Speaker) @ Kuala Lumpur/หัวหน้าบริหารงานขายช่องทางตัวแทนจำหน่าย (ทำงานที่ประเทศมาเลเซีย),Entry Level,SELLBYTEL Services Malaysia Sdn Bhd,Overseas,Degree,1 year,"Contract, Full Time, Permanent",Information Technology,"Sales, CS & Business Devpt > Tele-sales (Telemarketing)",25000
SALES MANAGER (Financial Leasing Products),Not Specified,"Search & Consultancy Network Co., Ltd.",Bangna,Not Specified,Not Specified,Full Time,Financial Services,"Sales, CS & Business Devpt > Sales Management",50000
Social Media cum Customer Service Executive,"","Ajmal International Trading Co., Ltd.",Wattana,Degree,4 years,"Full Time, Permanent",Wholesale / Retail,"Sales, CS & Business Devpt > Customer Service , Marketing / Public Relations > Marketing Communication",40000
Quality Assurance  / OEM Department,"","JVCKENWOOD (Thailand) Co., Ltd.",Bangkok,Degree,3 years,Permanent,Electronics / Electrical Equipment,"Manufacturing > Quality Assurance, Control & Testing / ISO",37500
Store Manager Cambodia/ผู้จัดการสาขา,"","CHIC REPUBLIC CO., LTD.",Overseas,Degree,5 years,"Full Time, Permanent",Wholesale / Retail,"Sales, CS & Business Devpt > Retail Sales , Sales, CS & Business Devpt > Sales Management , Sales, CS & Business Devpt > Others",62500
Content Manager,Senior,"HEXAGON LABS CO., LTD. (Head Office)/บริษัท เฮกซากอน แลบส์ จำกัด",Prakanong,Degree,1 year,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Media & Advertising > Editorial / Journalism , Marketing / Public Relations > Copy-writing , Marketing / Public Relations > PR General",22500
Sales Engineer (Asst.Manager) Japanese Speaking @Near BTS Punnavithee,"","Jmax Recruitment Co., Ltd.",Prakanong,Degree,5 years,Full Time,Research / Survey,"Sales, CS & Business Devpt > Account Servicing",50000
Android Developer/พัฒนาระบบสารสนเทศ,Entry Level,บริษัท พีเอสไอ คอร์ปอเรชั่น จำกัด,Suanluang,Degree,2 years,"Full Time, Permanent",Manufacturing,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Others",50000
HR Manager,Senior,JAC International,Bangkok,Master,10 years,Full Time,Freight Forwarding / Delivery / Shipping,Admin & HR > Training & Development,140000
Junior Key Account Manager (E,Entry Level,Goxip Ltd.,Pathumwan,Degree,2 years,Full Time,Information Technology,"Merchandising & Purchasing > Garment , Sales, CS & Business Devpt > Sales Management",40000
Customer Support Specialist (Native Thai Speaker) @ Kuala Lumpur/ฝ่ายบริการลูกค้าสัมพันธ์ (ทำงานที่ประเทศมาเลเซีย),"",SELLBYTEL Services Malaysia Sdn Bhd,Overseas,Degree,N/A,"Contract, Full Time, Permanent",Information Technology,"Sales, CS & Business Devpt > Customer Service",22500
Marketing & Business Development Executive (3 positions),"","CloudCommerce Co., Ltd.",Laksri,Degree,2 years,"Full Time, Permanent",Freight Forwarding / Delivery / Shipping,"Marketing / Public Relations > Management , Marketing / Public Relations > Marketing Communication , Marketing / Public Relations > PR General",37500
Accounting and Finance Manager,"",en world Thailand,Sathorn,Degree,10 years,"Full Time, Permanent",Information Technology,Accounting > General Accounting,105000
Sales Representative (Event and Booth Channel),"","Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Business Development , Marketing / Public Relations > Event Marketing , Sales, CS & Business Devpt > Sales Management",27500
รองผู้จัดการแผนกทรัพยากรบุคคล,Middle,"Unitywewell Co., Ltd.",Ladprao,Degree,N/A,"Full Time, Permanent",Trading and Distribution,"Admin & HR > Compensation & Benefits , Admin & HR > Recruitment / Executive Search , Admin & HR > Training & Development",37500
Senior Costing  (Business Controller),Middle,"Skillpower Services (Thailand) Co., Ltd.",Bangkok Area - Samutprakarn,Degree,5 years,Full Time,Manufacturing,"Accounting > General Accounting , Banking / Finance > Corporate Finance , Manufacturing > Manufacturing Management",95000
ผู้จัดการศูนย์ความงาม,"","Kelti International (Thailand) Co., Ltd.",Dindaeng,Degree,1 year,Full Time,Health & Beauty Care,Beauty Care / Health > Spa Therapist / Fitness / Sports & Recreation,22500
Logistics Engineer/ Kaizen Engineer (Degree in Mechanical or Industrial Engineer),"","Smartcruit Consultant Co., Ltd.",Rayong,Degree,4 years,"Full Time, Permanent",Trading and Distribution,"Engineering > Industrial , Engineering > Mechanical , Transportation & Logistics > Supply Chain",40000
Graphic Designer 2 Positions,"","Ausiris Co., Ltd./บริษัท ออสสิริส จำกัด",Bangrak,Degree,3 years,"Full Time, Permanent",Trading and Distribution,"Media & Advertising > Creative / Design , Design > Graphics , Design > Others",27500
Accounting Manager/Supervisor/ผู้จัดการฝ่าย/แผนกบัญชีและการเงิน,"","Cheer Group Holdings Co., Ltd./บริษัท เชียร์ กรุ๊ป โฮลดิ้งส์ จำกัด",Bangkok Area - Nakornpatom,Degree,5 years,"Full Time, Permanent",Food and Beverage / Catering,"Accounting > General Accounting , Accounting > Others , Management > General Management",42500
Customer Program Manager,Not Specified,Adecco Recruitment (Thailand) Limited,Bangkok,Not Specified,Not Specified,"Full Time, Permanent",Telecommunication,Information Technology (IT) > IT Project Management / Team Lead,95000
Product Engineering Director – Automotive (Location Chonburi – Pinthong 2),Top,"Upper Hands Solutions Co., Ltd.",Chonburi,Degree,10 years,"Full Time, Permanent",Motor Vehicles,"Manufacturing > Manufacturing Management , Manufacturing > Product Development / Management",125000
Sales Agent,"",KASA Development,Southern > Others,(N/A),5 years,"Contract, Full Time",Property Development,"Property > Others , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Sales Management",105000
HR Officer (Japanese speaking),Entry Level,"Skillpower Services (Thailand) Co., Ltd.",Bangbor,Degree,N/A,"Contract, Full Time, Permanent",Human Resources Management / Consultancy,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Secretary / Personal Assistant , Admin & HR > Recruitment / Executive Search",32500
Programmer   ด่วนมาก !!,"","Prospersof Consulting Co., Ltd.",Bangkok,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Others > Student / Fresh Graduate / No Experience",18000
Area Supervisor,Middle,"LASHES CO., LTD.",Rajthevee,Degree,5 years,"Full Time, Permanent",Health & Beauty Care,"Beauty Care / Health > Spa Therapist / Fitness / Sports & Recreation , Sales, CS & Business Devpt > Retail Sales , Sales, CS & Business Devpt > Sales Management",30000
programmer,"","ENTRONICA CO., LTD.",Phayathai,Degree,2 years,"Contract, Full Time",Information Technology,"Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Network & System , Information Technology (IT) > Others",32500
Marketing Executive // 35,"","echoas Japanese Recruitment (Thailand) Co., Ltd.",Pathumwan,Degree,5 years,"Full Time, Permanent",Trading and Distribution,"Marketing / Public Relations > Brand / Product Management , Marketing / Public Relations > Marketing General , Marketing / Public Relations > Marketing Communication",45000
Medical Supplies Sales Representative (North East)/ผู้แทนขายเวชภัณฑ์ เขตอีสาน,Entry Level,"Taise Group Co., Ltd./บริษัท ไท้เสกรุ๊ป จำกัด",Northeastern,Degree,1 year,"Full Time, Permanent",Medical / Pharmaceutical,"Sales, CS & Business Devpt > Account Servicing",57500
Sales Manager / Sales Officer / Sales Coordinator / ฝ่ายขาย,"","Star RFID Co., Ltd./สตาร์ อาร์เอฟไอดี",Sathorn,Degree,1 year,Full Time,Manufacturing,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Others",30000
Junior Accountant (AP),"","ASIA DMC (Thailand) Co., Ltd.",Bangrak,Degree,1 year,"Full Time, Permanent",Tourism / Travel Agency,"Accounting > General Accounting , Accounting > Taxation , Accounting > Others",18000
Mobile Developer,"","Khroton Co., Ltd.",Phayathai,Degree,N/A,Full Time,Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development",25000
Vendor Relations Manager (BTS Phrom Phong),"",The Lorry Online Sdn Bhd,Wattana,Degree,3 years,Full Time,Freight Forwarding / Delivery / Shipping,"Transportation & Logistics > Inventory / Warehousing , Transportation & Logistics > Supply Chain , Merchandising & Purchasing > Procurement / Purchasing / Sourcing",37500
Event Producer,Middle,"Bonduba And Ningki United Co., Ltd.",Wangthonglang,Degree,3 years,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Media & Advertising > Production , Marketing / Public Relations > Brand / Product Management , Marketing / Public Relations > Event Marketing",30000
Lean Manager,"",Robert Walters Thailand,Bangkok Area - Pathumthani,Degree,5 years,"Full Time, Permanent",Human Resources Management / Consultancy,"",95000
Bartender,Entry Level,Kiwi Kai Ordinary Partnership,Sathorn,High School Certificate,2 years,Full Time,Food and Beverage / Catering,"Hospitality / F & B > F & B , Hospitality / F & B > Others",13000
Java Developer 30,"","ARMS (Thailand) Co., Ltd.",Wattana,(N/A),3 years,"Full Time, Permanent",Information Technology,"Engineering > Others , Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development",37500
Experienced Web Developers,"",MOHARA,Bangkok,Not Specified,6 years,Full Time,Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Internet / SEO , Information Technology (IT) > Programming / Software Development",72500
