title,level,organization,joblocation,education,experience,employmentType,industry,jobfunction,SalaryMid
พนักงานขายตู้เซฟประจำโฮมโปรเพชรบุรี/พนักงานขายตู้เซฟประจำโฮมโปรเพชรบุรี,Not Specified,JPC Power Retail Company Limited,Petchaburi,Not Specified,Not Specified,Permanent,Wholesale / Retail,"Sales, CS & Business Devpt > Account Servicing",13000
architect/สถาปนิก,"","Collective Studio Co., Ltd./บริษัท คอลเลคทีฟ สตูดิโอ จำกัด",Bangkhen,Degree,2 years,Permanent,Architecture / Building / Construction,"Building & Construction > Architectural Services , Design > Interior",32500
Project Finance Accountant (Contract : Feb,"",Dentsu (Thailand) Ltd.,Bangrak,Not Specified,Not Specified,Contract,Advertising / Public Relations / Marketing Services,Accounting > General Accounting,25000
Assistant Sales and Marketing Manager,Middle,"GAYSORN INTERPARTS CO., LTD./บริษัท เกษรอินเตอร์พาร์ท จำกัด",Samutprakarn > Muang,Degree,5 years,Full Time,Manufacturing,"Marketing / Public Relations > Management , Marketing / Public Relations > Marketing General , Marketing / Public Relations > Others",57500
Japanese Secretary /เลขานุการ,"","Standard Units Supply (Thailand) Co., Ltd.",Lampoon,Degree,1 year,Full Time,Manufacturing,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Secretary / Personal Assistant , Professional Services > Translation",35000
Mobile Programmer / Mobile Application Developer,Entry Level,IT Office Company Limited,Bangrak,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Others > Student / Fresh Graduate / No Experience",32500
Sales Manager/Senior Sales for Digital Marketing Company,"","TMS TALENT CO., LTD.",Bangkok,Degree,1 year,Full Time,Media / Publishing / Printing,"Sales, CS & Business Devpt > Others",40000
Process Engineer ( Bulk Material ) 40,"",MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,Degree,3 years,Full Time,Chemical / Plastic / Paper / Petrochemical,"Engineering > Chemical , Engineering > Industrial , Engineering > Manufacturing & Production",45000
Maintenance Leader,"","Skillpower Services (Thailand) Co., Ltd.",Rayong,Degree,5 years,"Full Time, Permanent",Industrial Machinery / Automation Equipment,Engineering > Electrical / Electronics,30000
ช่างซ่อมบำรุง,"","Amusement Creation Co., Ltd.",Thanyaburi,Not Specified,Not Specified,Permanent,Tourism / Travel Agency,Engineering > Maintenance,13000
Digital Marketing Specialist,Middle,"LEARN CORPORATION CO., LTD./บริษัท เลิร์น คอร์ปอเรชั่น จำกัด",Pathumwan,Degree,1 year,Full Time,Education,"Marketing / Public Relations > Brand / Product Management , Marketing / Public Relations > Marketing Communication , Marketing / Public Relations > Copy-writing",27500
Mechanical,"",ThaiDCR,Pathumwan,Degree,1 year,"Full Time, Permanent",Management Consultancy / Service,"Design > Industrial / Product , Engineering > Manufacturing & Production , Engineering > Mechanical",32500
Farm Manager/ผู้จัดการฟาร์ม,"","AA Talent Recruitment Co., Ltd.",Central,Degree,5 years,"Full Time, Permanent",Manufacturing,Others > Agriculture / Forestry / Fishing,62500
Sales Representative (Event and Booth Channel),"","Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Business Development , Marketing / Public Relations > Event Marketing , Sales, CS & Business Devpt > Sales Management",27500
Associate Director Insights,Senior,TNS (Thailand) Ltd.,Sathorn,Degree,8 years,"Full Time, Permanent",Research / Survey,Marketing / Public Relations > Market Research,140000
ACCOUNTING MANAGER,"","AA Talent Recruitment Co., Ltd.",Bangkok,Degree,5 years,"Full Time, Permanent",Athletics / Sports,"Accounting > General Accounting , Accounting > Credit Control , Accounting > Taxation",62500
Sales & Marketing 5 Positions /พนักงานขาย,"","RICHWISE MARKETING CO., LTD./บริษัท ริชไวส์มาร์เก็ตติ้ง จำกัด",Bangkok Area - Nakornpatom,Diploma of High Vocational Education,1 year,"Full Time, Permanent",Wholesale / Retail,"Marketing / Public Relations > Marketing General , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Sales Management",14500
Night Shift Operations Executive,"",Gullivers Travel Associates (Thailand) Ltd.,Pathumwan,Diploma of High Vocational Education,1 year,"Full Time, Permanent",Tourism / Travel Agency,Hospitality / F & B > Operation,22500
Quality Assurance Jr. / Sr.,"","Ecartstudio Co., Ltd.",Huaykwang,Degree,1 year,"Full Time, Permanent",Information Technology,Information Technology (IT) > Testing / QA,32500
Materials planning and Logistics Manager,"",JAC International,Bangkok Area - Samutsakorn,Degree,10 years,Full Time,Packaging,Transportation & Logistics > Inventory / Warehousing,125000
Talented Accounting/ Admin,Middle,"Play Distribution Co., Ltd.",Sathorn,Degree,2 years,Full Time,Trading and Distribution,"Accounting > General Accounting , Admin & HR > Administration / Operation / Clerical Support",37500
Hiking / Trekking / Camping Local Sport Leader @Decathlon Nawamin (Retail),Middle,Decathlon (Thailand) Company Limited,Beungkum,(N/A),N/A,"Full Time, Permanent",Wholesale / Retail,"Sales, CS & Business Devpt > Customer Service , Management > General Management , Sales, CS & Business Devpt > Retail Sales",23000
Accounting/เจ้าหน้าที่บัญชีและการเงิน,"",COCO NUTS LTD.,Chiang Rai,Diploma of High Vocational Education,2 years,Full Time,Others,Accounting > Others,17500
เจ้าหน้าที่ธุรการ ( Admin Officer ),"",New Cambridge Institute (Thailand),Suanluang,Degree,1 year,"Full Time, Permanent",Education,"Admin & HR > Others , Admin & HR > Recruitment / Executive Search , Merchandising & Purchasing > Procurement / Purchasing / Sourcing",20500
Senior Project Event,Senior,Fattwo Company Limited,Jatuchak,Degree,3 years,"Full Time, Permanent",Management Consultancy / Service,"Media & Advertising > Production , Marketing / Public Relations > Event Marketing",25000
Business Analyst,Entry Level,"MARKETING MOVES CO.,LTD.",Wangthonglang,Degree,N/A,"Full Time, Permanent",Research / Survey,"Professional Services > Business Analysis / Data Analysis , Professional Services > Business Consultancy , Marketing / Public Relations > Market Research",25000
Businesses development,"","FENCHEM (THAILAND) CO., LTD.",Wattana,Degree,N/A,Full Time,Trading and Distribution,"Sales, CS & Business Devpt > Business Development",30000
Web Programmer,Entry Level,"HATYAI APPLICATION CO., LTD.",Songkhla,Degree,N/A,"Full Time, Permanent",Information Technology,"Design > Web Design , Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development",16500
ERP Technical Consultant,"","Parker Bridge Recruitment Co., Ltd.",Bangkok,Degree,3 years,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > IT Project Management / Team Lead , Information Technology (IT) > Programming / Software Development",105000
Full,"","Ajarn Prinn Co., Ltd.",Phayathai,Master,N/A,Full Time,Education,Education > Lecturer / Professor,30000
Senior Personal Assistant to CEO (70,Not Specified,"KENNEDIA CONNEXT CO., LTD.",Bangkok,Not Specified,Not Specified,Full Time,Human Resources Management / Consultancy,Admin & HR > Secretary / Personal Assistant,95000
Programmer (HR Department),Entry Level,Bangkok Produce Merchandising Public Company Limited,Bangrak,Degree,2 years,Full Time,Trading and Distribution,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Others",50000
Facility Management Executive,Not Specified,Thoresen Thai Agencies Public Company Limited,Pathumwan,Not Specified,Not Specified,"Contract, Full Time",Freight Forwarding / Delivery / Shipping,"Admin & HR > Administration / Operation / Clerical Support , Engineering > Maintenance , Others > Technician",30000
SALES ENGINEER,Not Specified,"Search & Consultancy Network Co., Ltd.",Dindaeng,Not Specified,Not Specified,Full Time,Architecture / Building / Construction,"Engineering > Engineering Project Management , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",57500
Sales / เจ้าหน้าที่ฝ่ายขายรถยนต์ (ประจำโชว์รูม),Entry Level,"Autovilla Co.,Ltd./บริษัท ออโต้วิลล่า จำกัด",Suanluang,(N/A),N/A,Permanent,Motor Vehicles,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Others",50000
Accounting Manager,Senior,FOODXCITE COMPANY LIMITED,Klongtoey,Degree,10 years,"Full Time, Permanent",Food and Beverage / Catering,"Accounting > General Accounting , Accounting > Credit Control , Accounting > Taxation",72500
Senior HRD Manager,"","J.S.Technical Services Co., Ltd.",Bangkok,Master,10 years,Permanent,Architecture / Building / Construction,"Admin & HR > Others , Admin & HR > Employee Relations , Admin & HR > Training & Development",105000
SALES EXECUTIVE OR SR SALES EXECUTIVE,Entry Level,Mecomb (Thailand) Limited,Wattana,Degree,3 years,"Full Time, Permanent",Electronics / Electrical Equipment,"Engineering > Electrical / Electronics , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Channel / Distribution",32500
Domestic Sales  Manager,"",Kart (Thailand) Limited,Bangrak,Degree,5 years,Full Time,Freight Forwarding / Delivery / Shipping,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Others",50000
Sales Executive/เจ้าหน้าที่บริหารงานขาย,"","Intranet (Thailand) Co., Ltd./บริษัท อินทราเนท ( ประเทศไทย ) จำกัด",Huaykwang,Degree,1 year,"Contract, Full Time",Information Technology,"Information Technology (IT) > Hardware , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",25000
Sales Consultant (Resales,Not Specified,Harrison Public Company Limited,Pathumwan,Degree,1 year,"Full Time, Permanent",Property Development,"Property > Property Consultancy , Property > Property Management , Sales, CS & Business Devpt > Retail Sales",25500
Import,"",JAC Recruitment Thailand,Bangkhen,Degree,1 year,"Full Time, Permanent",Electronics / Electrical Equipment,"Admin & HR > Administration / Operation / Clerical Support , Transportation & Logistics > Export Import",25000
เจ้าหน้าที่ขายโครงการ ( พื้นที่เช่าศูนย์แฟชั่น ),"","Renova Group Co., Ltd.",Bangkae,Diploma of High Vocational Education,1 year,Permanent,Property Development,"Property > Property Management , Sales, CS & Business Devpt > Account Servicing",27500
Administrative Assistant,Entry Level,Satit Christian Wittaya,Nonthaburi > Muang,Degree,1 year,Full Time,Advertising / Public Relations / Marketing Services,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Others , Others > Student / Fresh Graduate / No Experience",25000
Marketing Research Assistant,Entry Level,"Skillpower Services (Thailand) Co., Ltd.",Wattana,Degree,N/A,Full Time,Advertising / Public Relations / Marketing Services,"Marketing / Public Relations > Marketing General , Marketing / Public Relations > Market Research , Marketing / Public Relations > Others",22500
Sales,"","Chiyoda Kohan (Thailand) Co., Ltd.",Bangkok,Degree,N/A,Full Time,Trading and Distribution,"Sales, CS & Business Devpt > Technical Sales / Sales Engineer , Sales, CS & Business Devpt > Others , Others > Trading",23000
Product Marketing (2,"","Smartcruit Consultant Co., Ltd.",Bangkok,Degree,2 years,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Others , Marketing / Public Relations > Management , Marketing / Public Relations > Brand / Product Management",35000
IT System Operations Support Engineer/วิศวกรระบบ,Entry Level,"J BITZ DOT NET CO., LTD.",Pravet,Degree,1 year,"Full Time, Permanent",Information Technology,"Engineering > Engineering Project Management , Information Technology (IT) > Support , Information Technology (IT) > Network & System",25000
