title,level,organization,joblocation,education,experience,employmentType,industry,jobfunction,SalaryMid
System Analyst (JAVA / C#.Net),Middle,"iCONEXT CO., LTD.",Huaykwang,Degree,3 years,"Full Time, Permanent",Information Technology,Information Technology (IT),52500
Audit Director (Up to 150k/BTS Line),Top,"Linktrix (Thailand) Co., Ltd.",Bangkok,Degree,15 years,"Full Time, Permanent",Accounting,Accounting,125000
Accountant / เจ้าหน้าบัญชี,"","DataExpert (Thailand) Co., Ltd.",Prakket,Degree,N/A,"Full Time, Permanent",Industrial Machinery,General Accounting,19000
Learning Delivery Coach ภาคใต้,Middle,"Skillpower Services (Thailand) Co., Ltd.",Southern,Degree,3 years,"Full Time, Permanent",Pension Funding,CS & Business Devpt,67500
Human Resources Recruitment,"","Carenet and Business Management Recruitment Co., Ltd.",Beungkum,Degree,1 year,Contract,Telecommunication,Admin & HR,22500
Admin & Coordinator,"","Lipz Group Co.,Ltd/บริษัท ลิ้ปซ์ กรุ๊ป จำกัด",Suanluang,Diploma of High Vocational Education,N/A,Full Time,Shipping,Fresh Graduate,14500
Senior Human Resources,"","SYNTHEC INTER CO., LTD.",Pravet,Degree,7 years,Permanent,Petroleum,Admin & HR,40000
Sales/พนักงานขาย,"",JAC AYUTTHAYA,Ayutthaya,Degree,1 year,"Full Time, Permanent",Electronics,Sales Engineer,23000
Human Resource & Administration Officer,"","S.M.Chemical Supplies Co., Ltd.",Bangkapi,Degree,2 years,Full Time,Paper,Administration,18000
BD Administrative Officer (For Pizza Hut)/เจ้าหน้าที่ประสานงานแผนกพัฒนาธุรกิจ (For Pizza Hut),Entry Level,Thoresen Thai Agencies Public Company Limited,Pathumwan,Degree,1 year,"Full Time, Permanent",Freight Forwarding,Operation,18000
Sales Executive / เจ้าหน้าที่บริหารงานขาย,Entry Level,Land and Houses Public Company Limited,Bangkok,Degree,N/A,Full Time,Property Development,Others,20500
Purchasing Officer (1+ yr exp in Purchasing,"","Smartcruit Consultant Co., Ltd.",Bangna,Degree,1 year,"Full Time, Permanent",Engineering - Electrical,Industrial,22500
National Sales Executive/เจ้าหน้าที่บริหารงานขาย,"",iPick Marketing Thailand/iPick การตลาด,Bangkok,Not Specified,Not Specified,"Contract, Freelance, Full Time, Part Time, Permanent, Temporary",Advertising,Business Development,32500
Sales Representative (Event and Booth Channel),"","Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Public Relations,Sales Management,27500
Accounting  Manager/ผู้จัดการบัญชีและการเงิน,"",COCO NUTS LTD.,Chiang Rai,Degree,5 years,Full Time,Catering,General Accounting,45000
Service and Activity Supervisor,Middle,Chiang Mai International School/โรงเรียนนานาชาติเชียงใหม่,Chiang Mai,Degree,N/A,"Full Time, Permanent",Education,Others,18000
ผู้จัดการอาคาร พื้นที่เขตกรุงเทพฯ และ หัวหิน จำนวนหลายอัตรา (ด่วนมาก),Senior,"Century 21 Property Aims Co., Ltd.",Bangkok,Degree,2 years,Permanent,Property Management,Property Management,32500
Advertising Account Executives (AE)/ฝ่ายขายสื่อ สิ่งพิมพ์ โฆษณา (AE),Entry Level,Media Transasia Thailand Limited,Wattana,Degree,2 years,"Full Time, Permanent",Media,CS & Business Devpt,27500
CNC Engineer,Middle,"KONAN G TECH CO., LTD.",Chonburi,(N/A),N/A,"Full Time, Permanent",Manufacturing,Mechanical,16500
Sales Coordinator/Import,"","Good Job Professional (Thailand) Co., Ltd./กู็ด จ๊อบ โปรเพสชัลแนล",Bangkok,Degree,1 year,Full Time,Consultancy,Export Import,23000
Senior Developer   ด่วน !!,"","Prospersof Consulting Co., Ltd.",Bangkok,Degree,N/A,"Full Time, Permanent",Information Technology,Application Specialist - Software,52500
Car Care Staff,"",whisper executive car detailing,Phayathai,(N/A),Not Specified,"Full Time, Permanent",Motor Vehicles,Others,13000
Merchandiser ภาษาญี่ปุ่น (Japanese Merchandiser)/ เจ้าหน้าที่ประสานงานขายและจัดการสินค้า สำหรับ ลูกค้าญี่ปุ่น,"","Rocky Garment Co.,Ltd./ร็อคกี้ การ์เมนท์",Klongsan,Degree,1 year,Full Time,Garment,Merchandising & Purchasing,35000
Android Developer,"",Digital Endpoint Ltd,Phayathai,Degree,N/A,"Full Time, Permanent",Information Technology,Information Technology (IT),52500
Accounts & Admin Executive,"","DB&B (Thailand) Co., Ltd.",Pathumwan,Degree,3 years,Full Time,Graphic Design,Admin & HR,30000
Thai Chef / Cook,"",Bangkok Thai Cooking Academy/แบงคอก ไทย คุ๊กกิ้ง อคาเดมี่,Overseas,(N/A),3 years,Contract,Food and Beverage,Others,105000
Sales Representative (Event and Booth Channel),Entry Level,"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Public Relations,Sales Management,27500
พนักงานส่งเสริมผลิตเมล็ดพันธฺุ์,"","Premier Seed Co., Ltd.",Tak,Not Specified,3 years,"Full Time, Permanent",Others,Fishing,20500
Marketing Executive,"","AUTO BUSINESS CORPORATION CO., LTD.",Bangkok,Degree,N/A,"Full Time, Permanent",Others,Brand,50000
Project Coordinator /Project Administrator Officer,"",MFEC Public Company Limited,Jatuchak,Diploma of High Vocational Education,N/A,"Full Time, Permanent",Information Technology,Admin & HR,20500
Sales Representative and Export Sales Executive /พนักงานขายและพนักงานขายต่างประเทศ,Entry Level,"Sand and Soil Industry Co., Ltd.",Bangna,Degree,1 year,"Full Time, Permanent",Chemical,CS & Business Devpt,32500
Technical Support & Training Specialist,"",ICA Ortho Services Pte Ltd,Klongtoey,Not Specified,Not Specified,Full Time,Pharmaceutical,Others,57500
SALES REPRESENTATIVE/พนักงานขาย,"",Zweetherb Company Limited,Bangrak,Degree,Not Specified,Full Time,Food and Beverage,Account Servicing,42500
Sales Representative (เจ้าหน้าที่การขายประจำอีเว้นท์),"",The Singular Group Limited,Phayathai,(N/A),N/A,"Freelance, Full Time, Part Time, Temporary",Marketing Services,Event Marketing,27500
IT Support,Entry Level,Convergence Asia,Prakanong,Degree,3 years,"Full Time, Permanent",Information Technology,Information Technology (IT),25000
Customer Service Officer (Automotive Business),Entry Level,"Cobra International Co., Ltd.",Chonburi,Degree,3 years,Full Time,Sports,CS & Business Devpt,37500
Digital Marketing Officer,"",THE ASIA,Klongtoey,(N/A),N/A,Full Time,Travel Agency,Public Relations,32500
Admin Office / Assistant Purchasing / assistant Accountant/ผู้ช่วยจัดซื้อ บัญชี และประสานงาน,Entry Level,Athena Siam Limited,Chiang Mai,Diploma of High Vocational Education,1 year,"Contract, Full Time",Building,Procurement,13000
Planning Manager (80,"","Skillpower Services (Thailand) Co., Ltd.",Rayong,Degree,5 years,"Full Time, Permanent",Electronic,Control,80000
Operation Officer (Export),Entry Level,"Sinotrans Thai Logistics Co., Ltd.",Klongtoey,Degree,N/A,"Full Time, Permanent",Delivery,Transportation & Logistics,25000
Account Executive,Entry Level,"360 Quality Management Co., Ltd.",Yannawa,Degree,2 years,Full Time,Consultancy,Business Development,42500
Marketing Executive,Entry Level,Rentokil Initial (Thailand) Ltd.,Dindaeng,Degree,1 year,Full Time,Others,Marketing,14500
Agency Development Executive (ADE) สงขลา/ชุมพร /ระนอง /ประจวบคีรีขันธ์,Middle,"Skillpower Services (Thailand) Co., Ltd.",Songkhla,Degree,2 years,"Full Time, Permanent",Pension Funding,Others,50000
Graphic Designer,Entry Level,"NEX Inno Tech Co., Ltd./เน็กซ์ อินโนเทค จำกัด",Huaykwang,Degree,2 years,"Contract, Full Time, Permanent",Electronics,Design,23000
Head of Business Management Home Care/I&I and Industrial Solutions,Middle,BASF - Asia Pacific,Klongtoey,Degree,10 years,Full Time,Petrochemical,CS & Business Devpt,105000
Sales Representative /พนักงานขายสร้อยข้อมือ,"",Harmenstone,Pathumwan,Not Specified,Not Specified,"Full Time, Permanent",Jewellery,Marketing,25000
Accounting manager,Middle,"Whatsnew Co., Ltd.",Sathorn,Degree,2 years,Full Time,Public Relations,Treasury,37500
Human Resource Officer,"","Prompt Solutions Co., Ltd./บริษัท พร้อมท์ โซลูชั่น จำกัด",Jatuchak,Degree,3 years,Permanent,Others,Others,16500
Area Manager South 2 (SAVE DRUG),"",เซฟดรัก เซ็นเตอร์/SAVE DRUG Center,Northeastern,Degree,3 years,Full Time,Wholesale,Retail Sales,45000
salesmarketing Online/ขายและการตลาด Online,"","Tekster Global Co., Ltd.",lamlookka,Degree,2 years,Full Time,Wholesale,SEO,30000
Account Manager,Middle,Page Group Thailand,Bangkok,Degree,5 years,"Full Time, Permanent",Advertising,Media & Advertising,95000
Car Care Staff,"",whisper executive car detailing,Phayathai,(N/A),Not Specified,"Full Time, Permanent",Motor Vehicles,Fresh Graduate,13000
Social Online Marketing Executive,Entry Level,NEXTEC CONSTRUCTION AND DESIGN COMPANY LIMITED,Chiang Mai,Diploma of High Vocational Education,N/A,"Contract, Freelance, Full Time, Internship, Part Time, Permanent, Temporary","Engineering - Building, Civil, Construction",Information Technology (IT),20500
Project and Marketing Manager/ผู้ประสานงานโครงการ,Senior,English for Thais,Sathorn,Degree,3 years,Full Time,Non-Profit Organisation,Public Relations,72500
Editor,Entry Level,"TWENTY TWENTY ENTERTAINMENT CO., LTD.",Sathorn,Degree,2 years,Permanent,Entertainment,Radio,25000
Product Manager,"","Amed International Group Co., Ltd.",Dindaeng,Degree,N/A,"Full Time, Permanent",Health & Beauty Care,Doctor,52500
Production Planning Supervisor,Entry Level,MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,Degree,3 years,Full Time,Plastic,Transportation & Logistics,72500
Marketing & Sales Assistant Manager for Logistic System,"","FIFTH CONSULTING PLACEMENT CO., LTD.",Bangrak,Degree,2 years,Full Time,Manufacturing,Marketing,20500
IT Helpdesk/ IT Support (0,"","Smartcruit Consultant Co., Ltd.",Bangna,Degree,N/A,"Full Time, Permanent",Information Technology,Fresh Graduate,20500
Import/Export & BOI Manager ( 110,"","Skillpower Services (Thailand) Co., Ltd.",Rayong,Degree,5 years,"Full Time, Permanent",Engineering - Electrical,Industrial,105000
Marketing Officer / นักการตลาด,"",Facebody group,Wattana,Degree,2 years,"Full Time, Permanent",Pharmaceutical,Marketing,62500
Sport Leader @ Decathlon Chiang Mai (Sports retail) FRESH GRADUATES ARE WELCOME,Entry Level,Decathlon (Thailand) Company Limited,Chiang Mai,(N/A),N/A,"Contract, Full Time, Permanent",Wholesale,CS & Business Devpt,16500
Accountant/พนักงานบัญชี,"",ALP Group,Suanluang,Degree,2 years,Permanent,Paper,General Accounting,23000
Human Capital Consultant/Senior Consultant/ที่ปรึกษาการจัดการ,"",ADGES Consulting,Wattana,Master,4 years,"Contract, Permanent",Service,MD etc.),45000
Back End Team Engineer,"",Big Wednesday Digital,Bangkok,Degree,N/A,"Full Time, Permanent",Information Technology,Programming,62500
Secretary,Entry Level,OPTIMAIL COMPANY LIMITED,Huaykwang,Degree,Not Specified,Full Time,Information Technology,Admin & HR,20500
Assistance Manager,Middle,BASF - Asia Pacific,Klongtoey,Degree,3 years,Full Time,Petrochemical,Finance,72500
Operations Coordinator,Entry Level,"Neo Global Marketing Co., Ltd.",Sathorn,Degree,2 years,"Full Time, Permanent",Tourism,Operation,22500
Sales Executive (Horticulture),"","Eseco (Thai) Co., Ltd.",Chachoengsao,Degree,3 years,"Full Time, Permanent",Chemical,Sales,35000
Customer Support Agent,"",Alphaweb Ventures LTD.,Wattana,Degree,1 year,Full Time,Information Technology,Sales,25000
Learning Delivery Coach ภาคใต้,Middle,"Skillpower Services (Thailand) Co., Ltd.",Southern,Degree,3 years,"Full Time, Permanent",Insurance,Insurance,67500
Sales Executive/เจ้าหน้าที่ฝ่ายขาย,Entry Level,"SYNTHEC INTER CO., LTD.",Pravet,Degree,N/A,"Full Time, Permanent",Retail,Retail Sales,32500
Retail Store Manager ( Fresh Graduate are welcome),Entry Level,MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,(N/A),3 years,"Full Time, Permanent",Garment,Channel,57500
Senior Programmer,"","Carenet and Business Management Recruitment Co., Ltd.",Bangkok,Degree,3 years,"Full Time, Permanent",Information Technology,Information Technology (IT),30000
Business Development Executive (Salary up to $2,Middle,Ecomobi PTE,Bangkok,Not Specified,1 year,Full Time,Advertising,Market Research,57500
Account Executive (2 Position) Very Urgently!,Entry Level,"Intelligent Consulting and Business Development Co., Ltd.",Prakket,Degree,Not Specified,Full Time,Public Relations,Public Relations,20500
HR Supervisor (Thai and Chinese speaking only)50,Entry Level,MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,Degree,3 years,Full Time,Textile,Compensation & Benefits,72500
Sales & Event Marketing Representative/เจ้าหน้าที่ส่งเสริมการขายและการตลาดประจำการออกบูธอีเว้นท์,"",Perfect Professional Group,Bangkok,Degree,N/A,"Contract, Freelance, Full Time",Public Relations,PR General,20500
Sales Representative/พนักงานขาย,Entry Level,"TAI YIN LIANG PIN TRADING CO., LTD.",Chiang Mai,High School Certificate,N/A,"Full Time, Permanent",Retail,CS & Business Devpt,14500
Sales,Entry Level,"HIP Global Co., Ltd.",Pravet,Degree,1 year,Full Time,Security,CS & Business Devpt,37500
Sales & Marketing Manager,Middle,Q Hunter Company Limited,Bangplee,Degree,Not Specified,Permanent,Chemical,Public Relations,95000
Programmer and Programmer Analyst ด่วน !!,"","Prospersof Consulting Co., Ltd.",Bangkok,Degree,N/A,"Full Time, Permanent",Information Technology,Fresh Graduate,30000
AP Accountant – Non,Entry Level,AB Food & Beverages (Thailand) Ltd.,Prakanong,Degree,3 years,Full Time,Catering,Accounting,30000
JAVA Developer,"",3i Infotech (Thailand) Ltd.,Sathorn,Degree,N/A,"Contract, Permanent",Information Technology,Information Technology (IT),45000
Graphic Designer,Entry Level,"Jolies and Co Co., Ltd.",Bangplad,Degree,N/A,Full Time,Marketing Services,Graphics,23000
Purchasing Officer (Trading/Automotive),Entry Level,"Good Job Professional (Thailand) Co., Ltd./กู็ด จ๊อบ โปรเพสชัลแนล",Bangkok,Degree,1 year,Full Time,Consultancy,Supply Chain,25500
HRD Supervisor (Exp. in Recruit & Training with Good English Communication),"","Smartcruit Consultant Co., Ltd.",Klongtoey,Degree,5 years,"Full Time, Permanent",Delivery,Admin & HR,32500
Sales Representative Officer,Entry Level,"Quality Plus Aesthetic International Co., Ltd./ควอลิตี้ พลัส เอสเทติค อินเตอร์เนชั่นแนล จำกัด",Donmuang,Degree,1 year,Full Time,Health & Beauty Care,Brand,32500
